Date,Country,Value
2022-07-02,Benin ,0
2022-07-02,Czech Republic ,13.7709
2022-07-02,Uzbekistan ,20
2022-07-02,Monaco ,24.1379
2022-07-02,Montenegro ,8.5714
2022-07-02,Sierra Leone ,11.7647
2022-07-02,China ,3.4171
2022-07-02,Democratic Republic of the Congo ,3.3333
2022-07-02,Zambia ,0
2022-07-02,Panama ,2.4194
2022-07-02,Uganda ,5.1282
2022-07-02,Cambodia ,1.3333
2022-07-02,Hong Kong ,1.4493
2022-07-02,Senegal ,3.0612
2022-07-02,Macedonia ,14.2132
2022-07-02,Vietnam ,0.0782
2022-07-02,Mali ,2.459
2022-07-02,Switzerland ,7.6446
2022-07-02,Haiti ,0
2022-07-02,Mozambique ,0
2022-07-02,Algeria ,0.9009
2022-07-02,Latvia ,26.8293
2022-07-02,Chad ,0
2022-07-02,Slovenia ,7.8534
2022-07-02,Bahrain ,3.2051
2022-07-02,Burundi ,33.3333
2022-07-02,Albania ,9.3886
2022-07-02,Mauritius ,2.7027
2022-07-02,Slovak Republic ,11.2469
2022-07-02,Cyprus ,8.4548
2022-07-02,Central African Republic ,0
2022-07-02,Libya ,6.3158
2022-07-02,Angola ,0
2022-07-02,Lebanon ,5.814
2022-07-02,Canada ,3.8919
2022-07-02,Eritrea ,0
2022-07-02,Bosnia-Herzegovina ,9.4059
2022-07-02,Ethiopia ,6.25
2022-07-02,South Africa ,2.2648
2022-07-02,Brunei ,0
2022-07-02,,15.3846
2022-07-02,Uruguay ,4.698
2022-07-02,Zimbabwe ,12.5
2022-07-02,Mauritania ,0
2022-07-02,Sri Lanka ,2.381
2022-07-02,Egypt ,4.5597
2022-07-02,Botswana ,0.3484
2022-07-02,Cameroon ,0
2022-07-02,Malaysia ,3.7485
2022-07-02,Spain ,4.2317
2022-07-02,Thailand ,2.7963
2022-07-02,Suriname ,17.8571
2022-07-02,Guatemala ,1.1905
2022-07-02,Israel ,8.1132
2022-07-02,Ivory Coast ,1.6667
2022-07-02,Peru ,0.3086
2022-07-02,Qatar ,11.8671
2022-07-02,Hungary ,7.4695
2022-07-02,Jordan ,4.4369
2022-07-02,Syria ,17.053
2022-07-02,Bulgaria ,14.7038
2022-07-02,Fiji ,1.7857
2022-07-02,Guyana ,0
2022-07-02,Mongolia ,0
2022-07-02,Lithuania ,24.8447
2022-07-02,Nepal ,2.7174
2022-07-02,United Arab Emirates ,5.6399
2022-07-02,Romania ,14.5609
2022-07-02,Iraq ,6.25
2022-07-02,Finland ,11.2782
2022-07-02,Belgium ,6.8554
2022-07-02,Taiwan ,3.1804
2022-07-02,Madagascar ,0
2022-07-02,Georgia ,4.1667
2022-07-02,Tunisia ,0.6579
2022-07-02,Iran ,6.5
2022-07-02,Austria ,3.6466
2022-07-02,Ecuador ,3.1746
2022-07-02,Liberia ,0
2022-07-02,Malta ,6.6667
2022-07-02,New Zealand ,6.4343
2022-07-02,Chile ,2.2305
2022-07-02,Guam ,0
2022-07-02,Kyrgyzstan ,15.873
2022-07-02,Venezuela ,3.4531
2022-07-02,South Korea ,6.5491
2022-07-02,Morocco ,5.0926
2022-07-02,Nicaragua ,0
2022-07-02,United Kingdom ,3.1689
2022-07-02,Yemen ,0
2022-07-02,Turkey ,3.5046
2022-07-02,Nigeria ,2.7241
2022-07-03,Belize ,0
2022-07-03,Netherlands ,0.8929
2022-07-03,Laos ,0
2022-07-03,Afghanistan ,8.9888
2022-07-03,India ,2.3046
2022-07-03,Niger ,0
2022-07-03,Poland ,21.7082
2022-07-03,Lesotho ,0
2022-07-03,Djibouti ,0
2022-07-03,Honduras ,0
2022-07-03,Kazakhstan ,29.2308
2022-07-03,Rwanda ,0
2022-07-03,Kosovo ,0
2022-07-03,Portugal ,10.0894
2022-07-03,Japan ,2.8309
2022-07-03,United States ,5.903
2022-07-03,Sweden ,14.4462
2022-07-03,Dominican Republic ,2.3256
2022-07-03,Singapore ,7.907
2022-07-03,Russia ,36.659
2022-07-03,Congo ,0
2022-07-03,Guinea ,4.1667
2022-07-03,Oman ,6.8493
2022-07-03,Philippines ,5.9917
2022-07-03,Gabon ,0
2022-07-03,Norway ,11.0368
2022-07-03,Ukraine ,71.7727
2022-07-03,Armenia ,23.1788
2022-07-03,Bangladesh ,4.714
2022-07-03,Paraguay ,0.6803
2022-07-03,Iceland ,2.2222
2022-07-03,Tanzania ,0
2022-07-03,Brazil ,4.1904
2022-07-03,Denmark ,4.7431
2022-07-03,Burkina Faso ,0
2022-07-03,El Salvador ,0
2022-07-03,Belarus ,35.3135
2022-07-03,Saudi Arabia ,4.0076
2022-07-03,Somalia ,0
2022-07-03,Tajikistan ,14.2857
2022-07-03,Serbia ,13.6207
2022-07-03,France ,5.7469
2022-07-03,Jamaica ,4.9383
2022-07-03,Indonesia ,3.6475
2022-07-03,Swaziland ,0
2022-07-03,Cuba ,5.8824
2022-07-03,Argentina ,1.6846
2022-07-03,North Korea ,22.2222
2022-07-03,Moldova ,32.3232
2022-07-03,South Sudan ,0
2022-07-03,Bolivia ,4.1812
2022-07-03,Kenya ,6.3953
2022-07-03,Costa Rica ,0
2022-07-03,Croatia ,17.3333
2022-07-03,Australia ,6.6602
2022-07-03,Estonia ,20.8696
2022-07-03,Comoros ,0
2022-07-03,Azerbaijan ,13.6646
2022-07-03,Mexico ,1.5282
2022-07-03,Mayotte ,0
2022-07-03,Germany ,6.3483
2022-07-03,Sudan ,0
2022-07-03,Ireland ,2.5175
2022-07-03,Luxembourg ,12.6667
2022-07-03,Malawi ,4.3478
2022-07-03,Turkmenistan ,10
2022-07-03,Greece ,11.4071
2022-07-03,Cape Verde ,0
2022-07-03,Namibia ,0
2022-07-03,Ghana ,11.3514
2022-07-03,Myanmar ,11.1111
2022-07-03,Italy ,3.3263
2022-07-03,Kuwait ,2.5316
2022-07-03,Colombia ,2.4806
2022-07-03,Pakistan ,3.9643
2022-07-03,Benin ,0
2022-07-03,Czech Republic ,14.2636
2022-07-03,Uzbekistan ,18.1818
2022-07-03,Monaco ,22.5806
2022-07-03,Montenegro ,6.9767
2022-07-03,Sierra Leone ,13.0435
2022-07-03,China ,3.8164
2022-07-03,Democratic Republic of the Congo ,14.2857
2022-07-03,Zambia ,0
2022-07-03,Panama ,1.9608
2022-07-03,Uganda ,2.1277
2022-07-03,Cambodia ,5.2632
2022-07-03,Hong Kong ,2.6882
2022-07-03,Senegal ,1.6529
2022-07-03,Macedonia ,7.8873
2022-07-03,Vietnam ,0
2022-07-03,Mali ,3.1746
2022-07-03,Switzerland ,13.0286
2022-07-03,Haiti ,10
2022-07-03,Mozambique ,0
2022-07-03,Algeria ,0.6623
2022-07-03,Latvia ,32.8467
2022-07-03,Chad ,0
2022-07-03,Slovenia ,8.3333
2022-07-03,Bahrain ,4.4355
2022-07-03,Burundi ,0
2022-07-03,Albania ,5.2778
2022-07-03,Mauritius ,2.5157
2022-07-03,Slovak Republic ,15.1163
2022-07-03,Cyprus ,14.4737
2022-07-03,Central African Republic ,0
2022-07-03,Libya ,12.6316
2022-07-03,Angola ,0
2022-07-03,Lebanon ,7.622
2022-07-03,Canada ,5.3114
2022-07-03,Eritrea ,0
2022-07-03,Bosnia-Herzegovina ,13.1054
2022-07-03,Ethiopia ,0
2022-07-03,South Africa ,3.1299
2022-07-03,Brunei ,0
2022-07-03,,10.3448
2022-07-03,Uruguay ,5.6911
2022-07-03,Zimbabwe ,4.2857
2022-07-03,Mauritania ,0
2022-07-03,Sri Lanka ,5.4054
2022-07-03,Egypt ,4.1854
2022-07-03,Botswana ,0
2022-07-03,Cameroon ,33.3333
2022-07-03,Malaysia ,5.3981
2022-07-03,Spain ,5.5315
2022-07-03,Thailand ,2.4361
2022-07-03,Suriname ,0
2022-07-03,Guatemala ,1.7544
2022-07-03,Israel ,8.0551
2022-07-03,Ivory Coast ,4.2553
2022-07-03,Peru ,1.2195
2022-07-03,Qatar ,5.5156
2022-07-03,Hungary ,16.839
2022-07-03,Jordan ,2.6525
2022-07-03,Syria ,15.8598
2022-07-03,Bulgaria ,11.2939
2022-07-03,Fiji ,9.0909
2022-07-03,Guyana ,0
2022-07-03,Mongolia ,0
2022-07-03,Lithuania ,31.5315
2022-07-03,Nepal ,2.5641
2022-07-03,United Arab Emirates ,5.3448
2022-07-03,Romania ,16.8404
2022-07-03,Iraq ,9.2233
2022-07-03,Finland ,12.9319
2022-07-03,Belgium ,8.4639
2022-07-03,Taiwan ,3.4076
2022-07-03,Madagascar ,0
2022-07-03,Georgia ,6.4516
2022-07-03,Tunisia ,4.4776
2022-07-03,Iran ,9.9548
2022-07-03,Austria ,3.3261
2022-07-03,Ecuador ,0
2022-07-03,Liberia ,0
2022-07-03,Malta ,5.4795
2022-07-03,New Zealand ,2.6961
2022-07-03,Chile ,1.2121
2022-07-03,Guam ,9.0909
2022-07-03,Kyrgyzstan ,26.2295
2022-07-03,Venezuela ,4.2169
2022-07-03,South Korea ,7.1295
2022-07-03,Morocco ,5.2846
2022-07-03,Nicaragua ,0
2022-07-03,United Kingdom ,4.5014
2022-07-03,Yemen ,7.4074
2022-07-03,Turkey ,3.7285
2022-07-03,Nigeria ,3.8786
2022-07-04,Belize ,0
2022-07-04,Netherlands ,1.5789
2022-07-04,Laos ,0
2022-07-04,Afghanistan ,6.7308
2022-07-04,India ,2.2053
2022-07-04,Niger ,5.2632
2022-07-04,Poland ,19.2549
2022-07-04,Lesotho ,0
2022-07-04,Djibouti ,0
2022-07-04,Honduras ,2.7174
2022-07-04,Kazakhstan ,8.8968
2022-07-04,Rwanda ,0
2022-07-04,Kosovo ,0
2022-07-04,Portugal ,8.4364
2022-07-04,Japan ,2.432
2022-07-04,United States ,5.3354
2022-07-04,Sweden ,9.1575
2022-07-04,Dominican Republic ,2.8571
2022-07-04,Singapore ,8.094
2022-07-04,Russia ,23.8565
2022-07-04,Congo ,0
2022-07-04,Guinea ,1.0417
2022-07-04,Oman ,6.25
2022-07-04,Philippines ,3.1165
2022-07-04,Gabon ,0
2022-07-04,Norway ,8.4052
2022-07-04,Ukraine ,73.7458
2022-07-04,Armenia ,10.6299
2022-07-04,Bangladesh ,4.6539
2022-07-04,Paraguay ,0
2022-07-04,Iceland ,2.8881
2022-07-04,Tanzania ,26.087
2022-07-04,Brazil ,4.1528
2022-07-04,Denmark ,3.5519
2022-07-04,Burkina Faso ,0
2022-07-04,El Salvador ,0
2022-07-04,Belarus ,25.5499
2022-07-04,Saudi Arabia ,4.2994
2022-07-04,Somalia ,25
2022-07-04,Tajikistan ,3.7037
2022-07-04,Serbia ,10.9942
2022-07-04,France ,5.8872
2022-07-04,Jamaica ,9.8361
2022-07-04,Indonesia ,3.3093
2022-07-04,Swaziland ,0
2022-07-04,Cuba ,5.2632
2022-07-04,Argentina ,1.5333
2022-07-04,North Korea ,3.8462
2022-07-04,Moldova ,22.4335
2022-07-04,South Sudan ,0
2022-07-04,Bolivia ,2.766
2022-07-04,Kenya ,8.5859
2022-07-04,Costa Rica ,0
2022-07-04,Croatia ,10.6635
2022-07-04,Australia ,4.9764
2022-07-04,Estonia ,16.6667
2022-07-04,Comoros ,0
2022-07-04,Azerbaijan ,10.6667
2022-07-04,Mexico ,1.8252
2022-07-04,Mayotte ,0
2022-07-04,Germany ,8.7358
2022-07-04,Sudan ,2.7778
2022-07-04,Ireland ,4.0033
2022-07-04,Luxembourg ,9.8485
2022-07-04,Malawi ,2.5974
2022-07-04,Turkmenistan ,13.3333
2022-07-04,Greece ,8.9838
2022-07-04,Cape Verde ,0
2022-07-04,Namibia ,0
2022-07-04,Ghana ,16.0079
2022-07-04,Myanmar ,10.2941
2022-07-04,Italy ,2.7171
2022-07-04,Kuwait ,5.6818
2022-07-04,Colombia ,2.244
2022-07-04,Pakistan ,5.3406
2022-07-04,Benin ,0
2022-07-04,Czech Republic ,10.4639
2022-07-04,Uzbekistan ,7.8125
2022-07-04,Monaco ,13.4328
2022-07-04,Montenegro ,11.6279
2022-07-04,Sierra Leone ,5.1282
2022-07-04,China ,2.9657
2022-07-04,Democratic Republic of the Congo ,2.2222
2022-07-04,Zambia ,0
2022-07-04,Panama ,3.8596
2022-07-04,Uganda ,2.6667
2022-07-04,Cambodia ,5.5046
2022-07-04,Hong Kong ,2.3936
2022-07-04,Senegal ,1.2097
2022-07-04,Macedonia ,10.5832
2022-07-04,Vietnam ,0.1506
2022-07-04,Mali ,5.1339
2022-07-04,Switzerland ,12.5979
2022-07-04,Haiti ,0
2022-07-04,Mozambique ,0
2022-07-04,Algeria ,3.0435
2022-07-04,Latvia ,27.7628
2022-07-04,Chad ,0
2022-07-04,Slovenia ,8.8398
2022-07-04,Bahrain ,4.8327
2022-07-04,Burundi ,0
2022-07-04,Albania ,9.5575
2022-07-04,Mauritius ,1.105
2022-07-04,Slovak Republic ,15.1424
2022-07-04,Cyprus ,9.727
2022-07-04,Central African Republic ,0
2022-07-04,Libya ,7.3684
2022-07-04,Angola ,0
2022-07-04,Lebanon ,7.085
2022-07-04,Canada ,5.7352
2022-07-04,Eritrea ,0
2022-07-04,Bosnia-Herzegovina ,8.0709
2022-07-04,Ethiopia ,4.3478
2022-07-04,South Africa ,4.8091
2022-07-04,Brunei ,2.7778
2022-07-04,,13.8889
2022-07-04,Uruguay ,2.0747
2022-07-04,Zimbabwe ,7.1942
2022-07-04,Mauritania ,3.8462
2022-07-04,Sri Lanka ,7.1429
2022-07-04,Egypt ,4.6426
2022-07-04,Botswana ,0.905
2022-07-04,Cameroon ,0
2022-07-04,Malaysia ,4.0037
2022-07-04,Spain ,3.8177
2022-07-04,Thailand ,2.8593
2022-07-04,Suriname ,14.7059
2022-07-04,Guatemala ,1.1905
2022-07-04,Israel ,7.3807
2022-07-04,Ivory Coast ,7.4074
2022-07-04,Peru ,0.2976
2022-07-04,Qatar ,7.947
2022-07-04,Hungary ,11.0793
2022-07-04,Jordan ,6.7416
2022-07-04,Syria ,14.7806
2022-07-04,Bulgaria ,10.673
2022-07-04,Fiji ,8.4507
2022-07-04,Guyana ,0
2022-07-04,Mongolia ,4.7619
2022-07-04,Lithuania ,28.7889
2022-07-04,Nepal ,1.6393
2022-07-04,United Arab Emirates ,5.6675
2022-07-04,Romania ,17.6353
2022-07-04,Iraq ,5.8824
2022-07-04,Finland ,12.0968
2022-07-04,Belgium ,7.3019
2022-07-04,Taiwan ,3.5073
2022-07-04,Madagascar ,0
2022-07-04,Georgia ,9.2105
2022-07-04,Tunisia ,2.8
2022-07-04,Iran ,11.9231
2022-07-04,Austria ,4.4714
2022-07-04,Ecuador ,2.439
2022-07-04,Liberia ,2.7778
2022-07-04,Malta ,8.4211
2022-07-04,New Zealand ,4.1436
2022-07-04,Chile ,0.9657
2022-07-04,Guam ,0
2022-07-04,Kyrgyzstan ,8.5714
2022-07-04,Venezuela ,4.2907
2022-07-04,South Korea ,5.4565
2022-07-04,Morocco ,4.5822
2022-07-04,Nicaragua ,14.2857
2022-07-04,United Kingdom ,5.8956
2022-07-04,Yemen ,2.5
2022-07-04,Turkey ,4.196
2022-07-04,Nigeria ,4.0969
2022-07-05,Belize ,0
2022-07-05,Netherlands ,1.2762
2022-07-05,Laos ,0
2022-07-05,Afghanistan ,8.642
2022-07-05,India ,2.6129
2022-07-05,Niger ,15.3846
2022-07-05,Poland ,20.7475
2022-07-05,Lesotho ,0
2022-07-05,Djibouti ,0
2022-07-05,Honduras ,2.9412
2022-07-05,Kazakhstan ,11.7647
2022-07-05,Rwanda ,12.1212
2022-07-05,Kosovo ,0
2022-07-05,Portugal ,9.7931
2022-07-05,Japan ,2.6523
2022-07-05,United States ,4.5851
2022-07-05,Sweden ,8.9286
2022-07-05,Dominican Republic ,2.864
2022-07-05,Singapore ,8.8832
2022-07-05,Russia ,21.9974
2022-07-05,Congo ,5.5556
2022-07-05,Guinea ,3.4483
2022-07-05,Oman ,6.0606
2022-07-05,Philippines ,5.6324
2022-07-05,Gabon ,4.5455
2022-07-05,Norway ,9.0543
2022-07-05,Ukraine ,70.7814
2022-07-05,Armenia ,12.0541
2022-07-05,Bangladesh ,7.5927
2022-07-05,Paraguay ,0.6601
2022-07-05,Iceland ,1.1396
2022-07-05,Tanzania ,16.6667
2022-07-05,Brazil ,3.3053
2022-07-05,Denmark ,4.4118
2022-07-05,Burkina Faso ,8.5714
2022-07-05,El Salvador ,0
2022-07-05,Belarus ,32.8657
2022-07-05,Saudi Arabia ,6.6874
2022-07-05,Somalia ,0
2022-07-05,Tajikistan ,5.4054
2022-07-05,Serbia ,9.1386
2022-07-05,France ,5.8372
2022-07-05,Jamaica ,7.0175
2022-07-05,Indonesia ,2.6807
2022-07-05,Swaziland ,7.6923
2022-07-05,Cuba ,3.125
2022-07-05,Argentina ,1.5919
2022-07-05,North Korea ,11.5385
2022-07-05,Moldova ,30.6723
2022-07-05,South Sudan ,0
2022-07-05,Bolivia ,2.1053
2022-07-05,Kenya ,8.2143
2022-07-05,Costa Rica ,0
2022-07-05,Croatia ,10.6773
2022-07-05,Australia ,5.6858
2022-07-05,Estonia ,9.4595
2022-07-05,Comoros ,0
2022-07-05,Azerbaijan ,12.5567
2022-07-05,Mexico ,1.4189
2022-07-05,Mayotte ,0
2022-07-05,Germany ,8.2117
2022-07-05,Sudan ,0
2022-07-05,Ireland ,5.4762
2022-07-05,Luxembourg ,11.236
2022-07-05,Malawi ,2.5316
2022-07-05,Turkmenistan ,0
2022-07-05,Greece ,11.8165
2022-07-05,Cape Verde ,0
2022-07-05,Namibia ,0
2022-07-05,Ghana ,11.236
2022-07-05,Myanmar ,12.8205
2022-07-05,Italy ,2.5115
2022-07-05,Kuwait ,2.9046
2022-07-05,Colombia ,1.7273
2022-07-05,Pakistan ,4.8038
2022-07-05,Benin ,0
2022-07-05,Czech Republic ,9.7987
2022-07-05,Uzbekistan ,9.6154
2022-07-05,Monaco ,17.2414
2022-07-05,Montenegro ,15
2022-07-05,Sierra Leone ,20
2022-07-05,China ,2.9555
2022-07-05,Democratic Republic of the Congo ,7.6923
2022-07-05,Zambia ,0
2022-07-05,Panama ,2.4845
2022-07-05,Uganda ,4.7059
2022-07-05,Cambodia ,5.9406
2022-07-05,Hong Kong ,3.4826
2022-07-05,Senegal ,2.381
2022-07-05,Macedonia ,5.8824
2022-07-05,Vietnam ,0.0685
2022-07-05,Mali ,3.6913
2022-07-05,Switzerland ,11.1336
2022-07-05,Haiti ,3.8462
2022-07-05,Mozambique ,0
2022-07-05,Algeria ,0.8439
2022-07-05,Latvia ,28.536
2022-07-05,Chad ,0
2022-07-05,Slovenia ,5.401
2022-07-05,Bahrain ,4.0359
2022-07-05,Burundi ,0
2022-07-05,Albania ,9.5315
2022-07-05,Mauritius ,2.8302
2022-07-05,Slovak Republic ,18.6253
2022-07-05,Cyprus ,7.1975
2022-07-05,Central African Republic ,0
2022-07-05,Libya ,14.4144
2022-07-05,Angola ,0
2022-07-05,Lebanon ,8.4567
2022-07-05,Canada ,6.3698
2022-07-05,Eritrea ,0
2022-07-05,Bosnia-Herzegovina ,9.1858
2022-07-05,Ethiopia ,5.2632
2022-07-05,South Africa ,5.3623
2022-07-05,Brunei ,0
2022-07-05,,6.4516
2022-07-05,Uruguay ,3.3195
2022-07-05,Zimbabwe ,10.8108
2022-07-05,Mauritania ,6.6667
2022-07-05,Sri Lanka ,8.4906
2022-07-05,Egypt ,5.3867
2022-07-05,Botswana ,0
2022-07-05,Cameroon ,4.1667
2022-07-05,Malaysia ,5.2398
2022-07-05,Spain ,3.8385
2022-07-05,Thailand ,3.1977
2022-07-05,Suriname ,8.6957
2022-07-05,Guatemala ,0
2022-07-05,Israel ,9.4994
2022-07-05,Ivory Coast ,5.3333
2022-07-05,Peru ,0.8032
2022-07-05,Qatar ,10.1159
2022-07-05,Hungary ,12.6638
2022-07-05,Jordan ,5.5696
2022-07-05,Syria ,17.0051
2022-07-05,Bulgaria ,14.1693
2022-07-05,Fiji ,4.6875
2022-07-05,Guyana ,4.1667
2022-07-05,Mongolia ,3.2864
2022-07-05,Lithuania ,31.7321
2022-07-05,Nepal ,2.2364
2022-07-05,United Arab Emirates ,4.5394
2022-07-05,Romania ,14.9108
2022-07-05,Iraq ,7.3276
2022-07-05,Finland ,13.0098
2022-07-05,Belgium ,5.4714
2022-07-05,Taiwan ,2.826
2022-07-05,Madagascar ,8.6957
2022-07-05,Georgia ,10.6061
2022-07-05,Tunisia ,1.9608
2022-07-05,Iran ,12.8028
2022-07-05,Austria ,3.9331
2022-07-05,Ecuador ,2.0548
2022-07-05,Liberia ,5
2022-07-05,Malta ,7.4468
2022-07-05,New Zealand ,2.8289
2022-07-05,Chile ,2.4024
2022-07-05,Guam ,2.2222
2022-07-05,Kyrgyzstan ,8.9494
2022-07-05,Venezuela ,4.5594
2022-07-05,South Korea ,6.7187
2022-07-05,Morocco ,7.5
2022-07-05,Nicaragua ,14.2857
2022-07-05,United Kingdom ,6.7113
2022-07-05,Yemen ,0
2022-07-05,Turkey ,3.8387
2022-07-05,Nigeria ,3.6184
2022-07-06,Belize ,0
2022-07-06,Netherlands ,1.6536
2022-07-06,Laos ,0
2022-07-06,Afghanistan ,6.7227
2022-07-06,India ,2.3781
2022-07-06,Niger ,4
2022-07-06,Poland ,19.6528
2022-07-06,Lesotho ,7.1429
2022-07-06,Djibouti ,0
2022-07-06,Honduras ,3.0303
2022-07-06,Kazakhstan ,14.1304
2022-07-06,Rwanda ,0
2022-07-06,Kosovo ,33.3333
2022-07-06,Portugal ,9.4434
2022-07-06,Japan ,2.5762
2022-07-06,United States ,4.4396
2022-07-06,Sweden ,7.5598
2022-07-06,Dominican Republic ,2.7295
2022-07-06,Singapore ,4.3269
2022-07-06,Russia ,20.8731
2022-07-06,Congo ,10.5263
2022-07-06,Guinea ,0
2022-07-06,Oman ,9.2105
2022-07-06,Philippines ,4.4311
2022-07-06,Gabon ,11.1111
2022-07-06,Norway ,9.7196
2022-07-06,Ukraine ,71.4403
2022-07-06,Armenia ,9.0026
2022-07-06,Bangladesh ,5.1925
2022-07-06,Paraguay ,2.1084
2022-07-06,Iceland ,1.8051
2022-07-06,Tanzania ,5.5556
2022-07-06,Brazil ,3.2628
2022-07-06,Denmark ,8.8942
2022-07-06,Burkina Faso ,0
2022-07-06,El Salvador ,0
2022-07-06,Belarus ,32.6336
2022-07-06,Saudi Arabia ,5.2469
2022-07-06,Somalia ,0
2022-07-06,Tajikistan ,0
2022-07-06,Serbia ,10.8157
2022-07-06,France ,5.7741
2022-07-06,Jamaica ,8.8235
2022-07-06,Indonesia ,3.0487
2022-07-06,Swaziland ,25
2022-07-06,Cuba ,4.8485
2022-07-06,Argentina ,1.6976
2022-07-06,North Korea ,4
2022-07-06,Moldova ,28.6885
2022-07-06,South Sudan ,0
2022-07-06,Bolivia ,2.2945
2022-07-06,Kenya ,7.6142
2022-07-06,Costa Rica ,0
2022-07-06,Croatia ,8.8678
2022-07-06,Australia ,5.8398
2022-07-06,Estonia ,18.806
2022-07-06,Comoros ,50
2022-07-06,Azerbaijan ,8.8468
2022-07-06,Mexico ,0.8998
2022-07-06,Mayotte ,0
2022-07-06,Germany ,8.8744
2022-07-06,Sudan ,3.7037
2022-07-06,Ireland ,9.47
2022-07-06,Luxembourg ,9.1954
2022-07-06,Malawi ,0
2022-07-06,Turkmenistan ,18.1818
2022-07-06,Greece ,9.9463
2022-07-06,Cape Verde ,0
2022-07-06,Namibia ,0
2022-07-06,Ghana ,10.566
2022-07-06,Myanmar ,5.2632
2022-07-06,Italy ,2.3023
2022-07-06,Kuwait ,4.5455
2022-07-06,Colombia ,2.1371
2022-07-06,Pakistan ,3.6421
2022-07-06,Benin ,0
2022-07-06,Czech Republic ,12.0795
2022-07-06,Uzbekistan ,19.4444
2022-07-06,Monaco ,11.7647
2022-07-06,Montenegro ,7.8947
2022-07-06,Sierra Leone ,12.9032
2022-07-06,China ,2.6072
2022-07-06,Democratic Republic of the Congo ,6.1224
2022-07-06,Zambia ,0
2022-07-06,Panama ,1.8405
2022-07-06,Uganda ,7.8431
2022-07-06,Cambodia ,7.8947
2022-07-06,Hong Kong ,2.864
2022-07-06,Senegal ,5.1181
2022-07-06,Macedonia ,9.0909
2022-07-06,Vietnam ,0.1473
2022-07-06,Mali ,3.7862
2022-07-06,Switzerland ,7.651
2022-07-06,Haiti ,3.125
2022-07-06,Mozambique ,6.6667
2022-07-06,Algeria ,0.6173
2022-07-06,Latvia ,29.2958
2022-07-06,Chad ,0
2022-07-06,Slovenia ,7.3427
2022-07-06,Bahrain ,3.9823
2022-07-06,Burundi ,0
2022-07-06,Albania ,9.7152
2022-07-06,Mauritius ,2.7027
2022-07-06,Slovak Republic ,17.4373
2022-07-06,Cyprus ,6.6773
2022-07-06,Central African Republic ,0
2022-07-06,Libya ,5.4348
2022-07-06,Angola ,0
2022-07-06,Lebanon ,6.7729
2022-07-06,Canada ,5.2086
2022-07-06,Eritrea ,0
2022-07-06,Bosnia-Herzegovina ,10.9244
2022-07-06,Ethiopia ,0.6135
2022-07-06,South Africa ,3.959
2022-07-06,Brunei ,6.6667
2022-07-06,,12.5
2022-07-06,Uruguay ,3.5714
2022-07-06,Zimbabwe ,7.8571
2022-07-06,Mauritania ,5.5556
2022-07-06,Sri Lanka ,15.4762
2022-07-06,Egypt ,5.3931
2022-07-06,Botswana ,0
2022-07-06,Cameroon ,0
2022-07-06,Malaysia ,3.5714
2022-07-06,Spain ,4.39
2022-07-06,Thailand ,2.5496
2022-07-06,Suriname ,0
2022-07-06,Guatemala ,1.9802
2022-07-06,Israel ,7.3306
2022-07-06,Ivory Coast ,4.0541
2022-07-06,Peru ,1.1442
2022-07-06,Qatar ,8.0819
2022-07-06,Hungary ,10.7763
2022-07-06,Jordan ,3.8168
2022-07-06,Syria ,18.6131
2022-07-06,Bulgaria ,9.652
2022-07-06,Fiji ,3.0303
2022-07-06,Guyana ,4.3478
2022-07-06,Mongolia ,3.2051
2022-07-06,Lithuania ,40.8922
2022-07-06,Nepal ,0.9967
2022-07-06,United Arab Emirates ,6.1791
2022-07-06,Romania ,14.9245
2022-07-06,Iraq ,5.4852
2022-07-06,Finland ,8.8235
2022-07-06,Belgium ,5.2632
2022-07-06,Taiwan ,3.1683
2022-07-06,Madagascar ,0
2022-07-06,Georgia ,8.3333
2022-07-06,Tunisia ,3.8095
2022-07-06,Iran ,11.6719
2022-07-06,Austria ,4.8951
2022-07-06,Ecuador ,2.7586
2022-07-06,Liberia ,6.6667
2022-07-06,Malta ,9.1954
2022-07-06,New Zealand ,3.0464
2022-07-06,Chile ,2.1804
2022-07-06,Guam ,1.8868
2022-07-06,Kyrgyzstan ,6.8493
2022-07-06,Venezuela ,4.2105
2022-07-06,South Korea ,5.2921
2022-07-06,Morocco ,7.2222
2022-07-06,Nicaragua ,0
2022-07-06,United Kingdom ,13.9273
2022-07-06,Yemen ,7.4074
2022-07-06,Turkey ,4.0119
2022-07-06,Nigeria ,3.9978
2022-07-07,Belize ,3.7037
2022-07-07,Netherlands ,1.7699
2022-07-07,Laos ,0
2022-07-07,Afghanistan ,17
2022-07-07,India ,2.8475
2022-07-07,Niger ,5.8824
2022-07-07,Poland ,18.6358
2022-07-07,Lesotho ,0
2022-07-07,Djibouti ,0
2022-07-07,Honduras ,3.3019
2022-07-07,Kazakhstan ,10.3448
2022-07-07,Rwanda ,5.5556
2022-07-07,Kosovo ,0
2022-07-07,Portugal ,10.3516
2022-07-07,Japan ,2.8986
2022-07-07,United States ,5.6663
2022-07-07,Sweden ,9.3346
2022-07-07,Dominican Republic ,5.0439
2022-07-07,Singapore ,8.3951
2022-07-07,Russia ,23.8525
2022-07-07,Congo ,5.8824
2022-07-07,Guinea ,0.9346
2022-07-07,Oman ,16.129
2022-07-07,Philippines ,4.8093
2022-07-07,Gabon ,12.5
